"Drug_Name","Year","Total Prescriptions","Total Patients","Total Cost","Out-Of-Pocket Cost","Total Cost Per Day","Out-Of-Pocket Cost Per Day"
"Verapamil",2014,"6,473,461","1,094,277","$38.05","$10.92","$0.64","$0.27"
"Verapamil",2015,"4,695,678","877,118","$38.21","$10.81","$0.86","$0.29"
"Verapamil",2016,"5,424,766","965,266","$46.45","$9.18","$0.59","$0.17"
"Verapamil",2017,"4,662,812","972,143","$51.17","$13.96","$0.72","$0.25"
"Verapamil",2018,"4,492,362","764,704","$50.79","$11.64","$0.92","$0.24"
"Verapamil",2019,"4,593,421","927,301","$64.07","$12.52","$1.06","$0.25"
"Verapamil",2020,"3,936,378","874,295","$62.19","$9.13","$1.01","$0.25"
"Verapamil",2021,"2,339,847","580,801","$66.23","$10.21","$0.77","$0.12"
"Verapamil",2022,"2,384,033","642,398","$69.96","$12.56","$0.78","$0.13"
"Linaclotide",2014,"1,083,696","270,448","$258.80","$21.08","$8.00","$0.69"
"Linaclotide",2015,"1,004,303","344,982","$430.71","$18.29","$9.80","$0.64"
"Linaclotide",2016,"1,143,131","350,014","$354.53","$57.85","$10.65","$2.48"
"Linaclotide",2017,"1,681,480","492,669","$433.76","$31.24","$12.35","$1.07"
"Linaclotide",2018,"2,697,352","611,873","$568.77","$28.00","$15.28","$0.65"
"Linaclotide",2019,"1,399,268","335,650","$667.22","$47.67","$15.35","$0.73"
"Linaclotide",2020,"1,796,463","469,222","$860.06","$27.84","$17.26","$0.70"
"Linaclotide",2021,"1,515,562","449,902","$735.46","$37.23","$16.69","$0.93"
"Linaclotide",2022,"2,378,887","534,890","$690.30","$28.91","$15.79","$0.79"
"Rizatriptan",2013,"1,531,489","421,878","$219.21","$23.34","$24.05","$2.18"
"Rizatriptan",2014,"1,385,288","498,360","$101.11","$18.79","$9.09","$0.81"
"Rizatriptan",2015,"1,252,076","364,154","$84.62","$11.45","$8.50","$0.80"
"Rizatriptan",2016,"2,181,213","662,823","$173.95","$28.12","$31.80","$3.37"
"Rizatriptan",2017,"2,569,059","720,472","$86.46","$8.28","$9.20","$0.39"
"Rizatriptan",2018,"3,490,815","791,854","$134.15","$13.17","$19.13","$0.80"
"Rizatriptan",2019,"3,514,594","857,676","$59.71","$7.07","$5.87","$0.48"
"Rizatriptan",2020,"4,667,144","955,189","$13.46","$6.20","$1.92","$0.69"
"Rizatriptan",2021,"3,505,154","886,004","$22.14","$7.28","$2.38","$0.52"
"Rizatriptan",2022,"2,297,918","588,662","$50.41","$6.99","$2.72","$0.43"
"Nortriptyline",2013,"3,089,399","749,186","$18.30","$8.21","$0.36","$0.19"
"Nortriptyline",2014,"3,621,356","757,153","$18.15","$6.04","$0.49","$0.12"
"Nortriptyline",2015,"2,780,779","718,740","$17.46","$6.47","$0.42","$0.16"
"Nortriptyline",2016,"3,131,539","795,124","$20.70","$4.62","$0.54","$0.10"
"Nortriptyline",2017,"3,229,716","819,372","$29.75","$7.53","$0.77","$0.14"
"Nortriptyline",2018,"4,346,899","1,014,388","$19.40","$7.75","$0.37","$0.16"
"Nortriptyline",2019,"4,190,832","788,683","$16.12","$4.51","$0.30","$0.08"
"Nortriptyline",2020,"3,815,024","695,323","$14.25","$6.21","$0.35","$0.16"
"Nortriptyline",2021,"4,183,946","903,333","$23.24","$7.04","$0.33","$0.17"
"Nortriptyline",2022,"2,256,836","647,355","$17.94","$4.77","$0.30","$0.11"
"Insulin Human; Insulin Isophane Human",2014,"3,349,775","448,468","$194.15","$32.17","$4.99","$0.95"
"Insulin Human; Insulin Isophane Human",2015,"2,268,316","488,724","$361.45","$50.13","$5.77","$0.40"
"Insulin Human; Insulin Isophane Human",2016,"5,938,756","1,232,352","$283.98","$49.05","$4.93","$0.84"
"Insulin Human; Insulin Isophane Human",2017,"2,734,344","460,326","$356.81","$27.99","$8.77","$0.96"
"Insulin Human; Insulin Isophane Human",2018,"2,689,053","552,060","$462.41","$54.37","$10.48","$1.14"
"Insulin Human; Insulin Isophane Human",2019,"2,528,165","538,930","$541.71","$85.76","$12.62","$1.54"
"Insulin Human; Insulin Isophane Human",2020,"1,755,906","349,026","$330.15","$31.21","$5.59","$0.66"
"Insulin Human; Insulin Isophane Human",2021,"2,768,890","557,473","$583.99","$20.99","$11.06","$0.49"
"Insulin Human; Insulin Isophane Human",2022,"2,234,041","447,324","$394.56","$37.47","$8.68","$1.39"
"Pramipexole",2013,"2,982,155","553,093","$71.95","$10.26","$2.07","$0.23"
"Pramipexole",2014,"2,947,222","533,049","$77.58","$18.44","$3.78","$1.67"
"Pramipexole",2015,"3,306,983","509,557","$93.97","$9.48","$1.77","$0.20"
"Pramipexole",2016,"2,674,073","500,720","$69.04","$15.15","$1.44","$0.45"
"Pramipexole",2017,"3,375,277","619,867","$65.95","$12.18","$1.31","$0.28"
"Pramipexole",2018,"2,984,633","577,116","$149.40","$13.81","$3.53","$0.38"
"Pramipexole",2019,"3,685,677","735,018","$34.34","$13.77","$0.65","$0.28"
"Pramipexole",2020,"2,589,438","580,226","$22.40","$9.43","$0.46","$0.24"
"Pramipexole",2021,"2,126,160","535,282","$29.76","$9.34","$0.46","$0.22"
"Pramipexole",2022,"2,224,945","654,960","$41.74","$8.21","$0.60","$0.13"
"Ethinyl Estradiol; Etonogestrel",2013,"3,671,706","794,292","$117.96","$23.53","$3.57","$0.98"
"Ethinyl Estradiol; Etonogestrel",2014,"2,486,819","580,354","$181.15","$8.63","$5.49","$0.28"
"Ethinyl Estradiol; Etonogestrel",2015,"3,043,443","802,808","$212.54","$2.30","$4.07","$0.03"
"Ethinyl Estradiol; Etonogestrel",2016,"2,529,179","638,457","$224.23","$9.08","$4.58","$0.35"
"Ethinyl Estradiol; Etonogestrel",2017,"3,504,659","752,513","$187.62","$1.75","$5.07","$0.07"
"Ethinyl Estradiol; Etonogestrel",2018,"3,772,808","893,254","$245.55","$11.04","$5.79","$0.30"
"Ethinyl Estradiol; Etonogestrel",2019,"4,050,295","834,116","$318.49","$2.94","$7.35","$0.16"
"Ethinyl Estradiol; Etonogestrel",2020,"2,540,913","693,822","$234.64","$11.22","$8.50","$0.27"
"Ethinyl Estradiol; Etonogestrel",2021,"2,334,719","658,337","$245.22","$1.90","$5.84","$0.01"
"Ethinyl Estradiol; Etonogestrel",2022,"2,217,838","604,521","$298.36","$8.55","$4.43","$0.12"
"Bimatoprost",2013,"2,985,568","611,972","$161.77","$27.40","$4.58","$0.73"
"Bimatoprost",2014,"2,818,963","588,268","$173.91","$33.07","$4.82","$0.78"
"Bimatoprost",2015,"1,987,481","459,607","$214.65","$42.30","$6.45","$1.40"
"Bimatoprost",2016,"1,818,954","431,077","$319.14","$65.47","$6.44","$1.14"
"Bimatoprost",2017,"2,188,471","435,078","$274.29","$59.56","$5.99","$1.28"
"Bimatoprost",2018,"1,578,329","363,795","$290.19","$68.77","$6.72","$1.31"
"Bimatoprost",2019,"1,697,723","410,702","$353.39","$81.91","$6.17","$1.13"
"Bimatoprost",2020,"3,483,064","720,422","$391.22","$83.72","$6.39","$1.42"
"Bimatoprost",2021,"2,257,784","579,256","$435.98","$75.95","$8.08","$1.29"
"Bimatoprost",2022,"2,197,512","520,908","$581.16","$62.40","$8.85","$2.01"
"Nitroglycerin",2013,"5,003,891","1,733,122","$43.54","$12.45","$5.57","$0.99"
"Nitroglycerin",2014,"4,871,946","1,687,421","$27.16","$9.11","$1.85","$0.82"
"Nitroglycerin",2015,"5,045,449","1,670,122","$29.88","$10.11","$1.31","$0.50"
"Nitroglycerin",2016,"3,472,539","1,251,782","$36.89","$9.30","$1.87","$0.65"
"Nitroglycerin",2017,"4,538,115","1,360,923","$27.47","$8.26","$1.83","$0.68"
"Nitroglycerin",2018,"3,182,971","1,273,543","$31.37","$8.75","$1.63","$0.52"
"Nitroglycerin",2019,"3,165,204","1,274,921","$24.94","$9.22","$1.62","$0.54"
"Nitroglycerin",2020,"3,483,186","1,228,296","$35.21","$5.47","$1.82","$0.41"
"Nitroglycerin",2021,"2,842,773","1,169,220","$22.12","$5.23","$1.31","$0.36"
"Nitroglycerin",2022,"2,158,295","1,227,621","$26.62","$7.42","$1.48","$0.48"
"Colchicine",2013,"3,177,064","709,133","$196.74","$34.06","$6.95","$1.42"
"Colchicine",2014,"2,247,639","767,785","$264.06","$51.32","$9.69","$3.63"
"Colchicine",2015,"2,083,361","606,550","$156.08","$24.96","$8.79","$2.18"
"Colchicine",2016,"1,877,197","670,609","$246.11","$22.50","$10.14","$1.45"
"Colchicine",2017,"2,804,543","808,159","$215.26","$26.41","$10.68","$3.92"
"Colchicine",2018,"2,925,875","753,887","$299.26","$46.39","$9.97","$2.72"
"Colchicine",2019,"2,741,108","911,816","$224.80","$24.56","$7.07","$1.56"
"Colchicine",2020,"1,876,591","640,055","$170.34","$37.39","$8.24","$3.66"
"Colchicine",2021,"2,646,595","963,808","$113.74","$32.48","$5.60","$2.02"
"Colchicine",2022,"2,153,766","923,806","$84.62","$21.28","$4.65","$1.95"
"Promethazine",2013,"5,268,637","2,486,681","$10.92","$5.44","$1.76","$0.86"
"Promethazine",2014,"4,463,067","2,363,675","$24.97","$5.19","$5.93","$1.11"
"Promethazine",2015,"5,120,845","2,333,626","$18.73","$6.21","$5.94","$1.89"
"Promethazine",2016,"3,928,732","2,082,764","$19.01","$8.59","$4.25","$2.16"
"Promethazine",2017,"4,352,207","1,788,817","$18.34","$4.67","$3.25","$0.85"
"Promethazine",2018,"4,171,551","1,506,832","$17.02","$3.37","$2.55","$0.45"
"Promethazine",2019,"3,392,438","1,547,216","$11.58","$5.42","$1.90","$0.61"
"Promethazine",2020,"2,309,125","848,455","$12.42","$2.85","$1.88","$0.53"
"Promethazine",2021,"2,595,247","965,521","$12.18","$5.05","$1.54","$0.52"
"Promethazine",2022,"2,149,358","857,334","$21.60","$6.71","$3.92","$0.99"
"Brimonidine",2013,"1,760,521","391,082","$136.56","$20.40","$3.43","$0.60"
"Brimonidine",2014,"2,611,350","640,091","$103.23","$23.85","$2.39","$0.70"
"Brimonidine",2015,"2,738,120","512,391","$116.07","$21.84","$2.55","$0.50"
"Brimonidine",2016,"2,100,511","529,169","$254.84","$23.94","$20.05","$0.79"
"Brimonidine",2017,"2,725,797","652,652","$110.22","$22.28","$2.59","$0.47"
"Brimonidine",2018,"2,694,814","658,710","$104.87","$22.92","$2.72","$0.52"
"Brimonidine",2019,"2,290,788","675,178","$203.30","$14.40","$4.41","$0.44"
"Brimonidine",2020,"3,271,308","860,260","$119.70","$13.05","$4.78","$0.38"
"Brimonidine",2021,"3,470,855","748,650","$150.04","$9.17","$5.51","$0.32"
"Brimonidine",2022,"2,126,110","692,801","$111.29","$13.34","$2.37","$0.26"
"Irbesartan",2013,"3,097,741","505,438","$57.65","$17.02","$1.74","$0.62"
"Irbesartan",2014,"2,889,039","450,469","$47.32","$10.96","$0.71","$0.23"
"Irbesartan",2015,"4,104,291","708,869","$55.96","$14.55","$0.86","$0.47"
"Irbesartan",2016,"3,615,078","721,414","$90.77","$10.95","$1.47","$0.20"
"Irbesartan",2017,"2,355,199","544,566","$55.23","$9.67","$0.86","$0.18"
"Irbesartan",2018,"3,490,431","917,140","$42.83","$9.07","$0.66","$0.15"
"Irbesartan",2019,"3,220,533","896,653","$47.07","$10.63","$0.67","$0.18"
"Irbesartan",2020,"4,028,832","933,587","$34.19","$7.43","$0.47","$0.17"
"Irbesartan",2021,"3,148,185","744,799","$27.39","$8.30","$0.39","$0.16"
"Irbesartan",2022,"2,067,518","566,827","$68.00","$14.19","$0.89","$0.22"
