Job Title,Level,Job Title Full,Salary Estimate,Salary_Min,Salary_Max,Salary_Avg,Rating,Company Name,Glassdoor_Rating,Location,Location_State,Company_Headquarters,Company_Size,Founded,Type of ownership,Industry,Sector,Revenue (USD)
Quality Control Scientist III- Analytical Development,,,$48K-$113K ,"$48,000","$113,000 ","$80,500 ",2.7,"Advanced BioScience Laboratories
",2.7,"Rockville, MD",MD,"Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million 
R&D Specialist/ Food Scientist,,,$39K-$66K ,"$39,000","$66,000 ","$52,500 ",2.4,"Teasdale Latin Foods
",2.4,"Hoopeston, IL",IL,"Flower Mound, TX",501 to 1000 employees,,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million 
R&D Specialist/ Food Scientist,,,$39K-$66K ,"$39,000","$66,000 ","$52,500 ",2.4,"Teasdale Latin Foods
",2.4,"Hoopeston, IL",IL,"Flower Mound, TX",501 to 1000 employees,,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million 
R&D Specialist/ Food Scientist,,,$39K-$66K ,"$39,000","$66,000 ","$52,500 ",2.4,"Teasdale Latin Foods
",2.4,"Hoopeston, IL",IL,"Flower Mound, TX",501 to 1000 employees,,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million 
R&D Specialist/ Food Scientist,,,$39K-$66K ,"$39,000","$66,000 ","$52,500 ",2.4,"Teasdale Latin Foods
",2.4,"Hoopeston, IL",IL,"Flower Mound, TX",501 to 1000 employees,,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million 
RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,,,$52K-$91K ,"$52,000","$91,000 ","$71,500 ",3.9,"Southwest Research Institute
",3.9,"San Antonio, TX",TX,"San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion 
RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,,,$52K-$91K ,"$52,000","$91,000 ","$71,500 ",3.9,"Southwest Research Institute
",3.9,"San Antonio, TX",TX,"San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion 
Research Scientist,,,$38K-$84K ,"$38,000","$84,000 ","$61,000 ",3.3,"Rochester Regional Health
",3.3,"Rochester, NY",NY,"Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion 
Research Scientist,,,$57K-$118K ,"$57,000","$118,000 ","$87,500 ",1.9,"GNS Healthcare
",1.9,"Cambridge, MA",MA,"Cambridge, MA",51 to 200 employees,2000,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million 
Research Scientist,,,$38K-$85K ,"$38,000","$85,000 ","$61,500 ",2.9,"Boys Town Hospital
",2.9,"Omaha, NE",NE,"Omaha, NE",1001 to 5000 employees,1977,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Research Scientist,,,$33K-$72K ,"$33,000","$72,000 ","$52,500 ",3.8,"Boys Town
",3.8,"Omaha, NE",NE,"Omaha, NE",1001 to 5000 employees,1917,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable
Research Scientist,,,$38K-$82K ,"$38,000","$82,000 ","$60,000 ",3.9,"Southwest Research Institute
",3.9,"San Antonio, TX",TX,"San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion 
Research Scientist / Principal Research Scientist - Multiphysical Systems,Principal,,$115K-$220K ,"$115,000","$220,000 ","$167,500 ",4.6,"Mitsubishi Electric Research Labs
",4.6,"Cambridge, MA",MA,"Cambridge, MA",51 to 200 employees,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million 
Research Scientist – Security and Privacy,,,$61K-$126K ,"$61,000","$126,000 ","$93,500 ",3.6,"Riverside Research Institute
",3.6,"Beavercreek, OH",OH,"Arlington, VA",501 to 1000 employees,1967,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million 
Research Scientist – Security and Privacy,,,$61K-$126K ,"$61,000","$126,000 ","$93,500 ",3.6,"Riverside Research Institute
",3.6,"Beavercreek, OH",OH,"Arlington, VA",501 to 1000 employees,1967,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million 
"Research Scientist, Immunology - Cancer Biology",,,$100K-$140K,"$100,000","$140,000 ","$120,000 ",-1,Kronos ,,"Cambridge, MA",MA,"San Mateo, CA",Unknown,,Company - Private,,,Unknown / Non-Applicable
"Research Scientist, Immunology - Cancer Biology",,,$100K-$140K,"$100,000","$140,000 ","$120,000 ",-1,Kronos ,,"Cambridge, MA",MA,"San Mateo, CA",Unknown,,Company - Private,,,Unknown / Non-Applicable
"Research Scientist, Immunology - Cancer Biology",,,$100K-$140K,"$100,000","$140,000 ","$120,000 ",-1,Kronos ,,"Cambridge, MA",MA,"San Mateo, CA",Unknown,,Company - Private,,,Unknown / Non-Applicable
Salesforce Analytst,Consultant,,$52K-$81K ,"$52,000","$81,000 ","$66,500 ",3.9,"Emtec, Inc.
",3.9,"Chicago, IL",IL,"Jacksonville, FL",501 to 1000 employees,1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million 
Salesforce Analytst,Consultant,,$52K-$81K ,"$52,000","$81,000 ","$66,500 ",3.9,"Emtec, Inc.
",3.9,"Chicago, IL",IL,"Jacksonville, FL",501 to 1000 employees,1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million 
Scientist,,,$52K-$113K ,"$52,000","$113,000 ","$82,500 ",3.4,"Edgewell Personal Care
",3.4,"Allendale, NJ",NJ,"Shelton, CT",5001 to 10000 employees,2015,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion 
Scientist,,,$50K-$102K ,"$50,000","$102,000 ","$76,000 ",2.7,"EAG Laboratories
",2.7,"Maryland Heights, MO",MO,"San Diego, CA",501 to 1000 employees,1978,Subsidiary or Business Segment,Research & Development,Business Services,$50 to $100 million 
Scientist,,,$55K-$116K ,"$55,000","$116,000 ","$85,500 ",3.4,"General Dynamics Information Technology
",3.4,"Suitland, MD",MD,"Fairfax, VA",10000+ employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion 
Scientist - Analytical Services,,,$65K-$134K ,"$65,000","$134,000 ","$99,500 ",3.1,"Reynolds American
",3.1,"Winston-Salem, NC",NC,"Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion 
Scientist - Analytical Services,,,$65K-$134K ,"$65,000","$134,000 ","$99,500 ",3.1,"Reynolds American
",3.1,"Winston-Salem, NC",NC,"Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion 
Scientist - Analytical Services,,,$65K-$134K ,"$65,000","$134,000 ","$99,500 ",3.1,"Reynolds American
",3.1,"Winston-Salem, NC",NC,"Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion 
Scientist - Biomarker and Flow Cytometry,,,$43K-$98K ,"$43,000","$98,000 ","$70,500 ",2.4,"Crown Bioscience
",2.4,"San Diego, CA",CA,"San Diego, CA",501 to 1000 employees,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million 
Scientist - Biomarker and Flow Cytometry,,,$43K-$98K ,"$43,000","$98,000 ","$70,500 ",2.4,"Crown Bioscience
",2.4,"San Diego, CA",CA,"San Diego, CA",501 to 1000 employees,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million 
Scientist - Biomarker and Flow Cytometry,,,$43K-$98K ,"$43,000","$98,000 ","$70,500 ",2.4,"Crown Bioscience
",2.4,"San Diego, CA",CA,"San Diego, CA",501 to 1000 employees,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million 
Scientist - CVRM Metabolism - in vivo pharmacology,,,$61K-$123K ,"$61,000","$123,000 ","$92,000 ",3.9,"AstraZeneca
",3.9,"Gaithersburg, MD",MD,"Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
"Scientist 2, QC Viral Vector",,,$113K-$223K ,"$113,000","$223,000 ","$168,000 ",3.8,"BioMarin Pharmaceutical
",3.8,"Novato, CA",CA,"San Rafael, CA",1001 to 5000 employees,1997,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion 
"Scientist I/II, Biology",,,$67K-$137K ,"$67,000","$137,000 ","$102,000 ",3.9,"Blueprint Medicines
",3.9,"Cambridge, MA",MA,"Cambridge, MA",51 to 200 employees,2011,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million 
Scientist Manufacturing - Kentucky BioProcessing,,,$68K-$139K ,"$68,000","$139,000 ","$103,500 ",3.1,"Reynolds American
",3.1,"Owensboro, KY",KY,"Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion 
Scientist Manufacturing - Kentucky BioProcessing,,,$68K-$139K ,"$68,000","$139,000 ","$103,500 ",3.1,"Reynolds American
",3.1,"Owensboro, KY",KY,"Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion 
Scientist Manufacturing Pharma - Kentucky BioProcessing,,,$68K-$139K ,"$68,000","$139,000 ","$103,500 ",3.1,"Reynolds American
",3.1,"Owensboro, KY",KY,"Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion 
Scientist Manufacturing Pharma - Kentucky BioProcessing,,,$68K-$139K ,"$68,000","$139,000 ","$103,500 ",3.1,"Reynolds American
",3.1,"Owensboro, KY",KY,"Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion 
"Scientist, Analytical Development",,,$42K-$82K ,"$42,000","$82,000 ","$62,000 ",4.4,"Rubius Therapeutics
",4.4,"Cambridge, MA",MA,"Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million 
"Scientist, Analytical Development",,,$42K-$82K ,"$42,000","$82,000 ","$62,000 ",4.4,"Rubius Therapeutics
",4.4,"Cambridge, MA",MA,"Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million 
"Scientist, Bacteriology",,,$74K-$149K ,"$74,000","$149,000 ","$111,500 ",2.1,"Cerus Corporation
",2.1,"Concord, CA",CA,"Concord, CA",201 to 500 employees,,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million 
"Scientist, Bacteriology",,,$74K-$149K ,"$74,000","$149,000 ","$111,500 ",2.1,"Cerus Corporation
",2.1,"Concord, CA",CA,"Concord, CA",201 to 500 employees,,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million 
"Scientist, Bacteriology",,,$74K-$149K ,"$74,000","$149,000 ","$111,500 ",2.1,"Cerus Corporation
",2.1,"Concord, CA",CA,"Concord, CA",201 to 500 employees,,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million 
"Scientist, Immuno-Oncology",,,$62K-$119K ,"$62,000","$119,000 ","$90,500 ",3.9,"GSK
",3.9,"Cambridge, MA",MA,"Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
"Scientist, Immuno-Oncology",,,$62K-$119K ,"$62,000","$119,000 ","$90,500 ",3.9,"GSK
",3.9,"Cambridge, MA",MA,"Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
"Scientist, Molecular/Cellular Biologist",,,$49K-$97K ,"$49,000","$97,000 ","$73,000 ",2.9,"Audentes Therapeutics
",2.9,"South San Francisco, CA",CA,"San Francisco, CA",201 to 500 employees,2012,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
"Scientist, Molecular/Cellular Biologist",,,$49K-$97K ,"$49,000","$97,000 ","$73,000 ",2.9,"Audentes Therapeutics
",2.9,"South San Francisco, CA",CA,"San Francisco, CA",201 to 500 employees,2012,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
"Scientist, Molecular/Cellular Biologist",,,$49K-$97K ,"$49,000","$97,000 ","$73,000 ",2.9,"Audentes Therapeutics
",2.9,"South San Francisco, CA",CA,"San Francisco, CA",201 to 500 employees,2012,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
"Scientist, Pharmacometrics",,,$84K-$157K ,"$84,000","$157,000 ","$120,500 ",3.8,"Agios Pharmaceuticals
",3.8,"Cambridge, MA",MA,"Cambridge, MA",501 to 1000 employees,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million 
"Scientist, Pharmacometrics",,,$84K-$157K ,"$84,000","$157,000 ","$120,500 ",3.8,"Agios Pharmaceuticals
",3.8,"Cambridge, MA",MA,"Cambridge, MA",501 to 1000 employees,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million 
Software Engineer Staff Scientist: Human Language Technologies,,,$74K-$124K ,"$74,000","$124,000 ","$99,000 ",3.7,"Raytheon
",3.7,"Cambridge, MD",MD,"Waltham, MA",10000+ employees,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion 
Spectral Scientist/Engineer,,,$56K-$117K ,"$56,000","$117,000 ","$86,500 ",4.7,"Centauri
",4.7,"Beavercreek, OH",OH,"Chantilly, VA",501 to 1000 employees,1999,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million 
"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",Associate,,$80K-$133K ,"$80,000","$133,000 ","$106,500 ",3.8,"Novartis
",3.8,"Cambridge, MA",MA,"Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",Associate,,$80K-$133K ,"$80,000","$133,000 ","$106,500 ",3.8,"Novartis
",3.8,"Cambridge, MA",MA,"Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
"Sr Scientist, Immuno-Oncology - Oncology",,,$58K-$111K ,"$58,000","$111,000 ","$84,500 ",3.9,"GSK
",3.9,"Cambridge, MA",MA,"Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
"Sr Scientist, Immuno-Oncology - Oncology",,,$58K-$111K ,"$58,000","$111,000 ","$84,500 ",3.9,"GSK
",3.9,"Cambridge, MA",MA,"Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
Sr. Scientist - Digital & Image Analysis/Computational Pathology,Senior,,$105K-$198K ,"$105,000","$198,000 ","$151,500 ",3.7,"Takeda Pharmaceuticals
",3.7,"San Diego, CA",CA,"OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
Sr. Scientist - Digital & Image Analysis/Computational Pathology,Senior,,$105K-$198K ,"$105,000","$198,000 ","$151,500 ",3.7,"Takeda Pharmaceuticals
",3.7,"San Diego, CA",CA,"OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
Sr. Scientist II,Senior,,$117K-$231K ,"$117,000","$231,000 ","$174,000 ",3.5,"Nektar Therapeutics
",3.5,"San Francisco, CA",CA,"San Francisco, CA",201 to 500 employees,1990,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million 
Sr. Scientist Method Development,Senior,,$50K-$110K ,"$50,000","$110,000 ","$80,000 ",2.9,"Q2 Solutions
",2.9,"Marietta, GA",GA,"Morrisville, NC",1001 to 5000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Sr. Scientist Method Development,Senior,,$50K-$110K ,"$50,000","$110,000 ","$80,000 ",2.9,"Q2 Solutions
",2.9,"Marietta, GA",GA,"Morrisville, NC",1001 to 5000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Sr. Scientist Method Development,Senior,,$50K-$110K ,"$50,000","$110,000 ","$80,000 ",2.9,"Q2 Solutions
",2.9,"Marietta, GA",GA,"Morrisville, NC",1001 to 5000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
"Sr. Scientist, Quantitative Translational Sciences",Senior,,$117K-$206K ,"$117,000","$206,000 ","$161,500 ",3.7,"Takeda Pharmaceuticals
",3.7,"Boston, MA",MA,"OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
"Sr. Scientist, Quantitative Translational Sciences",Senior,,$117K-$206K ,"$117,000","$206,000 ","$161,500 ",3.7,"Takeda Pharmaceuticals
",3.7,"Boston, MA",MA,"OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
Staff Scientist,,,$39K-$82K ,"$39,000","$82,000 ","$60,500 ",4.4,"WK Dickson
",4.4,"Columbia, SC",SC,"Charlotte, NC",201 to 500 employees,1929,Company - Private,Architectural & Engineering Services,Business Services,$25 to $50 million 
Staff Scientist- Upstream PD,,,$49K-$113K ,"$49,000","$113,000 ","$81,000 ",2.7,"Advanced BioScience Laboratories
",2.7,"Rockville, MD",MD,"Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million 
Staff Scientist- Upstream PD,,,$49K-$113K ,"$49,000","$113,000 ","$81,000 ",2.7,"Advanced BioScience Laboratories
",2.7,"Rockville, MD",MD,"Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million 
Staff Scientist-Downstream Process Development,,,$49K-$113K ,"$49,000","$113,000 ","$81,000 ",2.7,"Advanced BioScience Laboratories
",2.7,"Rockville, MD",MD,"Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million 
Staff Scientist-Downstream Process Development,,,$49K-$113K ,"$49,000","$113,000 ","$81,000 ",2.7,"Advanced BioScience Laboratories
",2.7,"Rockville, MD",MD,"Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million 
Staff Scientist-Downstream Process Development,,,$49K-$113K ,"$49,000","$113,000 ","$81,000 ",2.7,"Advanced BioScience Laboratories
",2.7,"Rockville, MD",MD,"Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million 
Staff Scientist-Downstream Process Development,,,$49K-$113K ,"$49,000","$113,000 ","$81,000 ",2.7,"Advanced BioScience Laboratories
",2.7,"Rockville, MD",MD,"Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million 
"Technology-Minded, Data Professional Opportunities",,,$40K-$101K ,"$40,000","$101,000 ","$70,500 ",4.7,"Veterans United Home Loans
",4.7,"Columbia, MO",MO,"Columbia, MO",1001 to 5000 employees,2002,Company - Private,Lending,Finance,Unknown / Non-Applicable
"Technology-Minded, Data Professional Opportunities",,,$40K-$101K ,"$40,000","$101,000 ","$70,500 ",4.7,"Veterans United Home Loans
",4.7,"Columbia, MO",MO,"Columbia, MO",1001 to 5000 employees,2002,Company - Private,Lending,Finance,Unknown / Non-Applicable
